input,target
आँ,आँचल
ज,जीवन
मखन्,मखन
मुन,मुना
सकल्,सकल
नेत्,नेत्र
सप,सपना
सुद,सुदिन
द,दलान
चाँदनीह,चाँदनी
म,मधु
मआण,माणिक
अर्पण्,अर्पण
बग,बगल
अनुज्,अनुज
कुञ्,कुञ्ज
शीताल,शीतल
अथूल,अतुल
म,मानव
आ,आर्जन
रिवाहज,रिवाज
स,सुविधा
उतम,उत्तम
सआ,साकार
रोहिणी,रोहिणी
अ,अभय
सइ,सिमल
भ,भन्डार
कम,कमल
अजरह,अजर
गहना,गहना
ग,गमला
हआ,हार्दिक
विकाहस,विकास
सउ,सुयोग
आमहूल,आमूल
हार्,हार्दिक
बगाण,बगान
दील,दिल
सऔगआ,सौगात
कृपा,कृपा
गोरेहटो,गोरेटो
सिम्रि,सिम्रिक
भ,भवन
डा,डाँफे
चौताहरी,चौतारी
गुरहाँस,गुराँस
सा,साहस
बटुहवा,बटुवा
वि,विपुल
कओइ,कोइली
क,कविता
घ,घुम्ती
रत्ह्न,रत्न
थहलो,थलो
मुह,मुहान
मञ्ह्जरी,मञ्जरी
कइनआ,किनारा
तरेली्,तरेली
गोचार,गोचर
बइ,बिगुल
तपन,तपन
मि,मित
साक्षीई,साक्षी
मण,मणि
मंजरी,मञ्जरी
उदाय,उदय
मानाक,मानक
निवास,निवास
लोचन्,लोचन
आɦ्जन,आर्जन
किल्ला्,किल्ला
छवहि,छवि
सि,सिम्रिक
लाँ,लाँकुरी
सि,सिमाना
हरइ,हरिण
रमण,रमण
चरण,चरण
सतय,सत्य
आधार्,आधार
मिट,मित
उन्नत,उन्नति
गआथ,गाथा
थलोह,थलो
कदार,कदर
छ,छहारी
तआर,तारा
मस,मसला
सफाह,सफा
मलम्,मलम
पि,पिपल
उ,उत्तम
ता,तारा
मगण,मगन
स,सुरज
सउदइ,सुदिन
तइर्स,तिर्सना
मौलीक,मौलिक
मौसाम,मौसम
पउष्,पुष्प
नम,नमुना
सआ,साख
सउ,सुगम
सुदि,सुदिन
मआ,मानक
दि,दियालो
अमल्,अमल
सत्य,सत्य
मैना,मैना
सउमउ,सुमुख
नइ,निकट
झल,झलक
प्रणाय,प्रणय
रवि,रवि
स,साकार
आमूल्,आमूल
त्रिको,त्रिकोण
छ,छवि
घु,घुम्ती
साहदा,सादा
पिपाल,पिपल
सून्दर,सुन्दर
निपुणह,निपुण
जउह,जुही
जहा,जहाज
दई,दीक्षा
भूगोल्,भूगोल
सजग,सजग
गोर,गोरस
तक्हमा,तक्मा
सवलह,सवल
मान,मानव
उषा,उषा
लक्,लक्ष्य
क,कदर
दर्,दर्शन
रोचक्,रोचक
कपइ,कपिल
बचात,बचत
म,मित
रोह,रोहिणी
सादाह,सादा
दलआ,दलान
लहना्,लहना
इना,इनाम
जहाज,जहाज
ब,बाला
विपुल्,विपुल
चराण,चरण
सहआर,सहारा
सजग्,सजग
सागर,सागर
रइ,रिवाज
कीनारा,किनारा
सउव,सुविधा
रौनहक,रौनक
जोर्,जोर
चिरहाग,चिराग
स,सुख
पठान,पठन
तेज,तेज
बिपन,बिपना
मायालु,मायालु
प्,प्रगति
रोहिणीह,रोहिणी
मआय,मायालु
साइ,साइत
वइकआ,विकास
सगउ,सगुन
तार,तारा
सफाल,सफल
साझाह,साझा
कईर्त,कीर्ति
तइ,तिर्सना
उदहय,उदय
अजै,अजय
महलह,महल
अतइथ,अतिथि
जहाहज,जहाज
सुगम,सुगम
चांदनी,चाँदनी
लोचहन,लोचन
थआ,थाली
प्रज्ञा,प्रज्ञा
सूविधा,सुविधा
मायाहलु,मायालु
खजाना,खजाना
थळो,थलो
चइरआय,चिरायु
पइप,पिपल
साधना,साधना
सकाल,सकल
एकताह,एकता
त्रइक,त्रिकोण
उन्नति,उन्नति
प्रकृत,प्रकृति
कदहम,कदम
कपीळ,कपिल
छहारीह,छहारी
छि,छिमेकी
बगैँचा,बगैँचा
शान्ती,शान्ति
पइ,पिपल
बिपनाह,बिपना
सारथ,सारथी
सिर्जनाह,सिर्जना
कला्,कला
रसि,रसिक
सुग,सुगन्ध
य,युगल
जलह,जल
पत्रि,पत्रिका
जम,जमुना
चित्र्,चित्र
वृ,वृक्ष
रेखा,रेखा
सऔग,सौगात
सिमल्,सिमल
झल्क,झलक
अताह,अथाह
सिरान,सिरानी
सट,सटीक
सुलभ्,सुलभ
निर्माहाण,निर्माण
सहहारा,सहारा
अखणद,अखण्ड
अभय्,अभय
सुधार्,सुधार
आसण,आसन
मुलु,मुलुक
मदन्,मदन
शीतल्,शीतल
सपन,सपना
सइम,सिम्रिक
प्रखहर,प्रखर
अखाण्ड,अखण्ड
ध,धन
मुहा,मुहान
घुम्तीह,घुम्ती
ब,बिपना
अपूर्,अपूर्व
शिक्ष,शिक्षा
अखङ्ड,अखण्ड
रश्मी,रश्मि
शैल,शैली
सहारा,सहारा
सुरक्षाह,सुरक्षा
छहाहरी,छहारी
गुराँ,गुराँस
चम्क,चमक
रोचहक,रोचक
विज्ञान,विज्ञान
सन्दु,सन्दुक
मधु,मधु
न,निर्मल
आकाहश,आकाश
नाभ,नभ
फूल्,फूल
मंगाल,मंगल
भऊम,भूमिका
मुनालह,मुनाल
लक्ष्यह,लक्ष्य
सुन्दरह,सुन्दर
सगून,सगुन
आमूलह,आमूल
द्रव्य्,द्रव्य
कोपिल,कोपिला
थुँग,थुँगो
मनी,मनीषा
झलहक,झलक
डबली्,डबली
नि,निकास
बह,बहाल
विपुलह,विपुल
हर,हरित
दर्शनह,दर्शन
बालाह,बाला
रेखाह,रेखा
कण्,कण्ठ
चिरागह,चिराग
निसानाह,निसाना
मणि,मणि
वइद्,विद्या
अग्रहज,अग्रज
तपन्,तपन
बिगुळ,बिगुल
छाताह,छाता
नइवआ,निवास
सुहदिन,सुदिन
क,कुशल
पिपल,पिपल
विवीध,विविध
भरोसाह,भरोसा
शालीन्,शालीन
मलहम,मलम
शइ,शिक्षा
ज्ञाहान,ज्ञान
सुहधन,सुधन
जाल,जल
सि,सिमल
मुहाहर,मुहार
शा,शान्ति
कल,कला
थआल,थाली
दईक्ष,दीक्षा
कामणा,कामना
प्,प्रकृति
बआ,बाला
वि,विनम्र
सूनौलो,सुनौलो
मिस,मिसिल
निय्म,नियम
उमहङ्ग,उमङ्ग
वृक्,वृक्ष
बग,बगैँचा
छहआ,छहारी
निसाणा,निसाना
बइ,बिरुवा
भूमिका,भूमिका
शीत,शीतल
सउ,सुन
करु,करुणा
म,मकल
रत्नह,रत्न
लग,लगन
दर्पn,दर्पण
ब,बगान
मग,मगन
त्रिकोङ,त्रिकोण
संयहोग,संयोग
सीप,सिप
निव,निवास
प्रे,प्रेम
छिमेहकी,छिमेकी
म,मुरली
कव्च,कवच
उत्ताम,उत्तम
मोहर,मोहर
त्रिकोणह,त्रिकोण
मदनह,मदन
जनताह,जनता
भऊमइक,भूमिका
सा,साधना
ग,गहना
सुमन्,सुमन
ह,हरिण
वि,विनय
ड,डबली
त,तरेली
शान्,शान
गौरव्,गौरव
जनत,जनता
रौन,रौनक
सुमुख,सुमुख
चिराहयु,चिरायु
अनंन्त,अनन्त
कामना्,कामना
मो,मोती
नियम,नियम
मैदानह,मैदान
वइज्ञ,विज्ञान
सनदउ,सन्दुक
सुहयोग,सुयोग
अखण,अखण्ड
यात्रही,यात्री
पो,पोखरी
आद,आदर
तथ्ह्य,तथ्य
दर्प,दर्पण
अम्र,अमर
खा,खानी
लक्ष,लक्ष्य
साहस,साहस
नक्षहत्र,नक्षत्र
अरउ,अरुण
तप,तपन
जओ,जोर
छिमेकी,छिमेकी
व,विविध
मुरली्,मुरली
अझै,अजय
सुयोग,सुयोग
नमान,नमन
न,निपुण
चौता,चौतारी
जल,जल
मुलुकह,मुलुक
ब,बचत
बा,बाला
स,संयोग
जागृत,जागृति
गौँहथली,गौँथली
कदरह,कदर
प,पृथ्वी
तराल,तरल
मयऊ,मयूर
क,कदम
बर्,बर
धन,धनेश
सतह,सतह
माळा,माला
यु,युवा
रओ,रोहिणी
लहहना,लहना
मि,मिठास
शान्ह्ति,शान्ति
सइमआन,सिमाना
सइरज,सिर्जना
मउनआ,मुनाल
सुमा,सुमार्ग
प्र,प्रेम
अटल,अटल
दिवस,दिवस
प्र,प्रभाव
गमलाह,गमला
अगुहा,अगुवा
पवित्र,पवित्र
बटुव,बटुवा
पुष्,पुष्प
उसा,उषा
पउसत,पुस्तक
स,सुधन
नगर,नगर
निकट,निकट
इनाम्,इनाम
संयोग्,संयोग
आदरह,आदर
मौसम्,मौसम
मो,मोहर
रम,रमण
हरिणह,हरिण
सकल,सकल
महिमाह,महिमा
विपुल,विपुल
स,समीर
डआल,डाली
आ,आकाश
निर्दोषह,निर्दोष
प्रक,प्रकृति
विकास्,विकास
प्र,प्रखर
मिल,मिलन
तलऐय,तलैया
मदट,मदत
सादआ,सादा
निर्माण्,निर्माण
कपिलह,कपिल
चाँदनी,चाँदनी
सहाराह,सहारा
कुशल,कुशल
सुलभह,सुलभ
मैना्,मैना
आर्जन,आर्जन
क,कला
ढोहका,ढोका
प्रीहति,प्रीति
कएस,केसर
छाटा,छाता
नग,नगर
प्रकृ,प्रकृति
अट,अटल
हा,हाकिम
डँफ,डाँफे
दर्पन,दर्पण
सइम,सिमल
सइर,सिरानी
डा,डाली
परेहवा,परेवा
यात्री,यात्री
ग,गाजल
चकह्र,चक्र
लोचनह,लोचन
कदम,कदम
प्रक,प्रकाश
सु,सुनौलो
अमलह,अमल
गोरेटो्,गोरेटो
यन्त,यन्त्र
समाआज,समाज
निर्म्ल,निर्मल
मुरलीह,मुरली
आंगहन,आँगन
पत,पत्र
आ,आँगन
सगोलह,सगोल
आकार,आकार
आदर्ष,आदर्श
सन्ध्या,सन्ध्या
म,मञ्जरी
पउ,पुष्प
अघ्रज,अग्रज
प्रगति्,प्रगति
निवासह,निवास
सारथीह,सारथी
अरून,अरुण
बिरुव,बिरुवा
न्य,न्याय
परेली्,परेली
साइत,साइत
तालीह,ताली
जुरेलीह,जुरेली
सउ,सुगन्ध
किरणह,किरण
म,मिठास
रौनक्,रौनक
पिपहल,पिपल
शान,शान
रवहि,रवि
आमूला,आमूल
पन्ना्,पन्ना
दीक्,दीक्षा
अगूवा,अगुवा
मुनाल्,मुनाल
णिसाणा,निसाना
तपहन,तपन
बइर,बिरुवा
लताह,लता
सइ,सिन्धु
नाक,नाका
नहर,नहर
विवेकह,विवेक
मआ,माणिक
कईर्,कीर्ति
प्रबाल,प्रबल
गाज्ल,गाजल
हरि,हरिण
माल,माला
पौवाह,पौवा
जगतह,जगत्
प्रेम,प्रेम
कदर्,कदर
हाकिम,हाकिम
कओइल,कोइली
सुहधार,सुधार
आ,आवास
दि,दिल
निर्मल,निर्मल
मुना,मुनाल
पर,परेवा
जमिण,जमिन
छिमे,छिमेकी
मौल,मौलिक
व,वजन
मउ,मुरली
हा,हार्दिक
पा,पाइला
सटी,सटीक
त्रिकोण्,त्रिकोण
कमाल,कमल
शयनह,शयन
खजाना्,खजाना
छाता्,छाता
गआज,गाजल
दई,दीप
अथ,अथाह
शैली्,शैली
लआ,लाली
कइल्,किल्ला
चेह,चेहरा
बचत्,बचत
छव,छवि
मुहा,मुहार
लाभह,लाभ
च,चन्द्र
छायाँ,छायाँ
णयण,नयन
शान्टि,शान्ति
पृथ्वी,पृथ्वी
असल्,असल
तिर्ह्सना,तिर्सना
दर्शन्,दर्शन
प,पोखरी
सु,सुमन
द्र,द्रव्य
भरओस,भरोसा
जईव,जीवन
बिह,बिहानी
म,मयूर
मुलुक,मुलुक
अतुल,अतुल
गोरेट,गोरेटो
या,यात्री
मयूर्,मयूर
निकाट,निकट
मइठआ,मिठास
सुख्,सुख
त,तेज
गआ,गाजल
वइ,विद्या
मुहारह,मुहार
सग,सगोल
चइर,चिरायु
किनारा,किनारा
जमहिन,जमिन
मिठा,मिठास
व,विज्ञान
सु,सुमार्ग
मह,महिमा
मसळा,मसला
मिठ,मिठास
धैर्,धैर्य
पृथ्वीह,पृथ्वी
मा,मायालु
गौ,गौँथली
सय,संयोग
अग्र,अग्रज
कमहल,कमल
सइन,सिन्धु
शइश,शिशिर
चमेली्,चमेली
थाळी,थाली
साहकार,साकार
कुसूम,कुसुम
भूगोळ,भूगोल
र,रचना
सउ,सुवर्ण
नियाम,नियम
चँ,चाँदनी
नेत्र,नेत्र
पआ,पाइला
तराज,तराजु
पुस्त,पुस्तक
साहरथी,सारथी
अजाय,अजय
ऊर्जाह,ऊर्जा
ब,बटुवा
सुमार्गह,सुमार्ग
पृथ्वी्,पृथ्वी
छइम,छिमेकी
दरह्पण,दर्पण
आवासह,आवास
कृहपा,कृपा
भुवहन,भुवन
र,रसिक
सुविधा,सुविधा
मऐद,मैदान
प्रज्ञाह,प्रज्ञा
निर्महल,निर्मल
कुसहुम,कुसुम
म,मखन
बार,बर
लक्ष्ह्य,लक्ष्य
जुर,जुरेली
नआ,नाका
शऐल,शैली
धनेशह,धनेश
छहारी्,छहारी
निर्मलह,निर्मल
शिक्षा्,शिक्षा
प्रदीपह,प्रदीप
माल,माली
बटुवाह,बटुवा
आव,आवास
उमङ,उमङ्ग
प,पवित्र
प्रेमह,प्रेम
शान्ति्,शान्ति
जाती,जाती
कविहता,कविता
कपिल्,कपिल
वइज,विजय
कृपा्,कृपा
उत्त,उत्तम
लत,लता
निक,निकट
अफूर्व,अपूर्व
क,किरण
त,तरल
सिमल,सिमल
चन्द्रह,चन्द्र
साँधह,साँध
चाहना्,चाहना
सुरक्,सुरक्षा
चमे,चमेली
आयआ,आयाम
योग्,योग
सन्दुकह,सन्दुक
सुधा,सुधार
सुरक्ष,सुरक्षा
अतु,अतुल
कवि,कवि
छआय,छायाँ
दियालो्,दियालो
आम,आमूल
मंगल,मंगल
लह,लहना
लाभ,लाभ
मैदाहान,मैदान
थै,थैली
आमुल,आमूल
भूमिहका,भूमिका
आद्र,आदर
सुवर्णह,सुवर्ण
मोहरह,मोहर
छहार,छहारी
रुपक्,रुपक
सदान,सदन
सारथी,सारथी
समूउह,समूह
तलै,तलैया
युग्ल,युगल
कइ,किल्ला
वजन्,वजन
तर,तरेली
अखणड,अखण्ड
ल,लहर
आंचहल,आँचल
पठनह,पठन
चेहरा,चेहरा
वज,वजन
अर्पण,अर्पण
जमिन्,जमिन
मक,मकल
सफ,सफेद
लहना,लहना
समी,समीप
गउर,गुराँस
प्रीति्,प्रीति
सिर्जन,सिर्जना
पत्र,पत्र
अक्,अक्षर
अठहल,अटल
दइ,दिवा
तरहल,तरल
शयहन,शयन
अतिथि,अतिथि
कण्ठ,कण्ठ
हआक,हाकिम
सौगातह,सौगात
सउवर,सुवर्ण
स,सुन्दर
कामहना,कामना
पोषहण,पोषण
तल,तलैया
इनआ,इनाम
कवि,कविता
किनाहरा,किनारा
नराम,नरम
गा,गाजल
तरआज,तराजु
शैलीह,शैली
रओहइण,रोहिणी
संग,संगम
सा,साक्षी
स,समता
अपू,अपूर्व
आक,आकाश
प,पत्रिका
समहूह,समूह
सुधारह,सुधार
आशा्,आशा
साथीई,साथी
न,नमुना
मउन,मुना
हआर,हार्दिक
गगण,गगन
दियाल,दियालो
समूह्,समूह
सुहख,सुख
शऐ,शैली
चरणह,चरण
तोराण,तोरण
किनारा्,किनारा
मऔस,मौसम
सआक,साकार
बहालह,बहाल
अमहर,अमर
बट,बटुवा
सआ,सागर
गग,गगन
कुञ्हज,कुञ्ज
ज्ञा,ज्ञान
प,पोषण
गाथा,गाथा
प्रदीप,प्रदीप
खनि,खनिज
अर्प,अर्पण
रवी,रवि
लओच,लोचन
नि,निवास
सिन्ध,सिन्धु
रो,रोचक
आद्रश,आदर्श
कव,कवच
अनुज,अनुज
कवइ,कविता
पुष्पह,पुष्प
तिर्,तिर्सना
एक,एकता
जागृती,जागृति
सम,समीर
अथुल,अतुल
प्रभाव,प्रभाव
अझर,अजर
क्,क्षमता
मनह,मन
सिप,सिप
सूशील,सुशील
लाँकु,लाँकुरी
कल,कलम
तलैयाह,तलैया
भूग,भूगोल
अमहल,अमल
कला,कला
ला,लाली
विजयह,विजय
क,कमल
ळाळी,लाली
सि,सिन्धु
प्ɦखɦ,प्रखर
सूरज,सुरज
सिन्धु,सिन्धु
च,चौतारी
नइ,निकास
सउयओ,सुयोग
गाथ,गाथा
सतह्य,सत्य
अर्पन,अर्पण
सुहन,सुन
गओ,गोरस
ए,एकता
उन्नती,उन्नति
कीर्ति्,कीर्ति
चइर,चिराग
छिमेकीह,छिमेकी
मह्,मह
योग,योग
अग्रह,अग्रज
अपार्,अपार
सीर्जना,सिर्जना
न्याय,न्याय
कउ,कुशल
बिगुल,बिगुल
सएव,सेवा
कपुरह,कपुर
फटइ,फटिक
शिश,शिशिर
हवेलीई,हवेली
कओपइल,कोपिला
जागृति्,जागृति
विज्ञाण,विज्ञान
तथ्यह,तथ्य
शिर्,शिर
सुन्द,सुन्दर
खनिज,खनिज
नहरह,नहर
यन्त्रह,यन्त्र
तिर्सना्,तिर्सना
मिठासह,मिठास
युव,युवा
कऋप,कृपा
मणहि,मणि
विनम्र्,विनम्र
अथाह्,अथाह
आ,आँचल
आलोक्,आलोक
केस्र,केसर
डाँफ,डाँफे
उष,उषा
ढो,ढोका
मयूर,मयूर
सु,सुलभ
साइतह,साइत
पौहवा,पौवा
नयन,नयन
की,कीर्ति
प्,प्रेम
प्,प्रभाव
नमुनाह,नमुना
शान्,शान्ति
ममता्,ममता
असल,असल
द,दर्शन
बगऐ,बगैँचा
लँकउर,लाँकुरी
दीक्ष,दीक्षा
साहथी,साथी
धान,धन
स,साहस
प्रयआ,प्रयास
स,सिप
अक्ष्र,अक्षर
नहɦ,नहर
झरणा,झरना
प्,प्रखर
रसिक्,रसिक
ज्ञानह,ज्ञान
योजनाह,योजना
म,मन
भन्डा,भन्डार
कवाच,कवच
वइन,विनम्र
निपुं,निपुण
ब,बहाल
आयामा,आयाम
चाँ,चाँदी
महाल,महल
मा,माली
प्रकऋ,प्रकृति
सिहमल,सिमल
दर्शन,दर्शन
